country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
germany,2021,phishing,telecommunications,55.14,463525.0,unpatched software,ai based detection,59.0,43.04,Medium,53.41150070126228,50.854168128888176,51.06955882352941,50.39994936708861,50.74505869797225,48.46779490529065
uk,2020,phishing,it,16.98,905673.0,weak passwords,vpn,54.0,17.14,Low,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,50.51369003690037,15.9447700770077
india,2024,man-in-the-middle,retail,51.41,619881.0,zero day,antivirus,42.0,30.36,Medium,48.44036096256684,51.405620172648796,50.93712900096993,50.73063247408982,51.08555063478004,48.46779490529065
france,2015,phishing,banking,20.27,987350.0,zero day,antivirus,4.0,24.89,Low,49.647629427792914,50.854168128888176,51.34587037037037,50.73063247408982,51.08555063478004,15.9447700770077
usa,2019,phishing,education,97.32,849084.0,zero day,vpn,62.0,163.61,Critical,51.606640173410405,50.854168128888176,48.46954841946814,50.73063247408982,50.51369003690037,89.91338255033557
uk,2017,man-in-the-middle,education,13.06,799627.0,weak passwords,antivirus,36.0,91.85,Low,50.7941619047619,51.405620172648796,48.46954841946814,50.6939484857062,51.08555063478004,15.9447700770077
france,2023,man-in-the-middle,education,51.41,502006.5,unpatched software,antivirus,28.0,155.27,Medium,49.647629427792914,51.405620172648796,48.46954841946814,50.39994936708861,51.08555063478004,48.46779490529065
uk,2024,phishing,retail,88.36,502006.5,zero day,firewall,3.0,9.58,Critical,50.7941619047619,50.854168128888176,50.93712900096993,50.73063247408982,50.07604240282686,89.91338255033557
india,2020,man-in-the-middle,it,84.77,502006.5,weak passwords,antivirus,25.0,467.61,Critical,48.44036096256684,51.405620172648796,50.97536605796616,50.6939484857062,51.08555063478004,89.91338255033557
uk,2015,malware,government,51.41,767562.0,zero day,antivirus,61.0,28.78,Medium,50.7941619047619,49.52314083921895,52.12430513595166,50.73063247408982,51.08555063478004,48.46779490529065
brazil,2020,malware,it,74.03,956965.0,unpatched software,encryption,40.0,10.49,High,51.0463731245923,49.52314083921895,50.97536605796616,50.39994936708861,50.98364175977653,69.99341233766233
germany,2023,phishing,retail,87.55,291580.0,unpatched software,antivirus,25.0,28.25,Critical,53.41150070126228,50.854168128888176,50.93712900096993,50.39994936708861,51.08555063478004,89.91338255033557
germany,2017,ransomware,it,51.41,950276.0,unpatched software,firewall,37.0,2265.72,Medium,53.41150070126228,50.373152852977924,50.97536605796616,50.39994936708861,50.07604240282686,48.46779490529065
uk,2017,man-in-the-middle,telecommunications,89.07,932075.0,unpatched software,firewall,72.0,30.52,Critical,50.7941619047619,51.405620172648796,51.06955882352941,50.39994936708861,50.07604240282686,89.91338255033557
germany,2015,ddos,healthcare,33.96,931456.0,zero day,ai based detection,37.0,33.53,Medium,53.41150070126228,52.0362353858145,50.03413125590179,50.73063247408982,50.74505869797225,48.46779490529065
japan,2020,phishing,retail,28.77,983880.0,unpatched software,antivirus,54.0,40.93,Low,50.60352348993288,50.854168128888176,50.93712900096993,50.39994936708861,51.08555063478004,15.9447700770077
china,2022,ddos,education,18.49,20680.0,zero day,firewall,29.0,43.69,Low,49.59663946587538,52.0362353858145,48.46954841946814,50.73063247408982,50.07604240282686,15.9447700770077
australia,2018,malware,education,21.39,437056.0,zero day,ai based detection,52.0,16.91,Low,52.26311760612387,49.52314083921895,48.46954841946814,50.73063247408982,50.74505869797225,15.9447700770077
india,2021,malware,government,57.91,502006.5,weak passwords,antivirus,32.0,67.68,Medium,48.44036096256684,49.52314083921895,52.12430513595166,50.6939484857062,51.08555063478004,48.46779490529065
australia,2022,malware,government,4.5,436928.0,social engineering,antivirus,34.0,55.2,Low,52.26311760612387,49.52314083921895,52.12430513595166,51.27242457487658,51.08555063478004,15.9447700770077
china,2021,ddos,it,38.67,340194.0,weak passwords,vpn,44.0,87.48,Medium,49.59663946587538,52.0362353858145,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
india,2019,ddos,it,44.01,612030.0,unpatched software,antivirus,47.0,55.2,Medium,48.44036096256684,52.0362353858145,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
australia,2019,man-in-the-middle,it,87.89,551100.0,zero day,vpn,9.0,55.2,Critical,52.26311760612387,51.405620172648796,50.97536605796616,50.73063247408982,50.51369003690037,89.91338255033557
uk,2022,phishing,it,26.02,251768.0,social engineering,antivirus,6.0,23.87,Low,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
japan,2020,ddos,retail,11.69,680720.0,zero day,antivirus,2.0,59.11,Low,50.60352348993288,52.0362353858145,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
usa,2017,ddos,it,51.41,156213.0,zero day,antivirus,9.0,401.69,Medium,51.606640173410405,52.0362353858145,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
japan,2020,man-in-the-middle,retail,51.41,468856.0,unpatched software,antivirus,15.0,43.67,Medium,50.60352348993288,51.405620172648796,50.93712900096993,50.39994936708861,51.08555063478004,48.46779490529065
france,2023,phishing,government,63.45,90678.0,unpatched software,firewall,22.0,47.84,High,49.647629427792914,50.854168128888176,52.12430513595166,50.39994936708861,50.07604240282686,69.99341233766233
china,2021,phishing,it,51.41,502006.5,zero day,antivirus,20.0,203.22,Medium,49.59663946587538,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
japan,2023,sql injection,it,43.96,459922.0,zero day,encryption,12.0,129.17,Medium,50.60352348993288,50.24415149006622,50.97536605796616,50.73063247408982,50.98364175977653,48.46779490529065
france,2017,ddos,healthcare,6.72,782873.0,zero day,encryption,4.0,1029.88,Low,49.647629427792914,52.0362353858145,50.03413125590179,50.73063247408982,50.98364175977653,15.9447700770077
uk,2020,ransomware,it,53.03,502006.5,social engineering,vpn,14.0,113.83,Medium,50.7941619047619,50.373152852977924,50.97536605796616,51.27242457487658,50.51369003690037,48.46779490529065
uk,2020,sql injection,healthcare,38.89,502006.5,zero day,antivirus,57.0,55.2,Medium,50.7941619047619,50.24415149006622,50.03413125590179,50.73063247408982,51.08555063478004,48.46779490529065
australia,2020,phishing,education,79.5,636407.0,zero day,antivirus,37.0,55.2,High,52.26311760612387,50.854168128888176,48.46954841946814,50.73063247408982,51.08555063478004,69.99341233766233
usa,2020,phishing,retail,51.41,419557.0,weak passwords,antivirus,2.0,5.01,Medium,51.606640173410405,50.854168128888176,50.93712900096993,50.6939484857062,51.08555063478004,48.46779490529065
brazil,2020,phishing,healthcare,47.47,502006.5,social engineering,ai based detection,30.0,55.2,Medium,51.0463731245923,50.854168128888176,50.03413125590179,51.27242457487658,50.74505869797225,48.46779490529065
uk,2024,malware,telecommunications,71.18,37870.0,zero day,ai based detection,31.0,4.18,High,50.7941619047619,49.52314083921895,51.06955882352941,50.73063247408982,50.74505869797225,69.99341233766233
brazil,2022,phishing,it,4.08,502006.5,zero day,antivirus,22.0,27.1,Low,51.0463731245923,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
india,2018,sql injection,telecommunications,15.96,444408.0,weak passwords,ai based detection,64.0,31.64,Low,48.44036096256684,50.24415149006622,51.06955882352941,50.6939484857062,50.74505869797225,15.9447700770077
uk,2015,malware,banking,51.41,526658.0,zero day,vpn,38.0,17.2,Medium,50.7941619047619,49.52314083921895,51.34587037037037,50.73063247408982,50.51369003690037,48.46779490529065
japan,2021,phishing,retail,51.41,333238.0,social engineering,firewall,20.0,32.35,Medium,50.60352348993288,50.854168128888176,50.93712900096993,51.27242457487658,50.07604240282686,48.46779490529065
uk,2020,ddos,retail,31.36,449936.0,weak passwords,vpn,52.0,256.94,Low,50.7941619047619,52.0362353858145,50.93712900096993,50.6939484857062,50.51369003690037,15.9447700770077
germany,2023,malware,retail,51.41,502006.5,unpatched software,ai based detection,37.0,18.71,Medium,53.41150070126228,49.52314083921895,50.93712900096993,50.39994936708861,50.74505869797225,48.46779490529065
usa,2024,phishing,education,51.41,916209.0,zero day,encryption,37.0,123.68,Medium,51.606640173410405,50.854168128888176,48.46954841946814,50.73063247408982,50.98364175977653,48.46779490529065
india,2022,ddos,banking,13.97,762440.0,zero day,ai based detection,37.0,12.83,Low,48.44036096256684,52.0362353858145,51.34587037037037,50.73063247408982,50.74505869797225,15.9447700770077
china,2020,malware,banking,92.2,248859.0,social engineering,antivirus,37.0,41.09,Critical,49.59663946587538,49.52314083921895,51.34587037037037,51.27242457487658,51.08555063478004,89.91338255033557
russia,2015,phishing,it,47.8,645774.0,social engineering,firewall,7.0,88.74,Medium,50.27492296918767,50.854168128888176,50.97536605796616,51.27242457487658,50.07604240282686,48.46779490529065
brazil,2024,man-in-the-middle,healthcare,61.55,218189.0,weak passwords,ai based detection,48.0,12.25,High,51.0463731245923,51.405620172648796,50.03413125590179,50.6939484857062,50.74505869797225,69.99341233766233
china,2015,man-in-the-middle,banking,66.47,502006.5,social engineering,vpn,40.0,7.63,High,49.59663946587538,51.405620172648796,51.34587037037037,51.27242457487658,50.51369003690037,69.99341233766233
uk,2020,ransomware,it,10.32,502006.5,social engineering,antivirus,22.0,55.2,Low,50.7941619047619,50.373152852977924,50.97536605796616,51.27242457487658,51.08555063478004,15.9447700770077
germany,2016,sql injection,it,76.36,807745.0,zero day,ai based detection,71.0,55.2,High,53.41150070126228,50.24415149006622,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
france,2020,ransomware,healthcare,25.49,50385.0,unpatched software,antivirus,37.0,48.49,Low,49.647629427792914,50.373152852977924,50.03413125590179,50.39994936708861,51.08555063478004,15.9447700770077
brazil,2017,malware,it,73.71,377769.0,zero day,antivirus,37.0,27.5,High,51.0463731245923,49.52314083921895,50.97536605796616,50.73063247408982,51.08555063478004,69.99341233766233
uk,2018,ransomware,telecommunications,51.41,355256.0,unpatched software,firewall,37.0,68.96,Medium,50.7941619047619,50.373152852977924,51.06955882352941,50.39994936708861,50.07604240282686,48.46779490529065
uk,2017,ddos,government,65.57,478549.0,weak passwords,antivirus,37.0,59.34,High,50.7941619047619,52.0362353858145,52.12430513595166,50.6939484857062,51.08555063478004,69.99341233766233
germany,2020,malware,retail,60.85,125300.0,zero day,ai based detection,11.0,78.6,High,53.41150070126228,49.52314083921895,50.93712900096993,50.73063247408982,50.74505869797225,69.99341233766233
france,2018,ransomware,education,51.41,502006.5,weak passwords,antivirus,25.0,1.23,Medium,49.647629427792914,50.373152852977924,48.46954841946814,50.6939484857062,51.08555063478004,48.46779490529065
china,2023,phishing,government,51.41,27694.0,weak passwords,antivirus,30.0,10.98,Medium,49.59663946587538,50.854168128888176,52.12430513595166,50.6939484857062,51.08555063478004,48.46779490529065
china,2017,phishing,retail,30.38,29840.0,weak passwords,ai based detection,63.0,15.37,Low,49.59663946587538,50.854168128888176,50.93712900096993,50.6939484857062,50.74505869797225,15.9447700770077
russia,2015,phishing,banking,4.59,720643.0,social engineering,firewall,19.0,68.46,Low,50.27492296918767,50.854168128888176,51.34587037037037,51.27242457487658,50.07604240282686,15.9447700770077
germany,2015,phishing,it,54.54,502006.5,weak passwords,ai based detection,69.0,72.16,Medium,53.41150070126228,50.854168128888176,50.97536605796616,50.6939484857062,50.74505869797225,48.46779490529065
usa,2021,phishing,retail,51.41,671335.0,zero day,antivirus,62.0,141.78,Medium,51.606640173410405,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,48.46779490529065
uk,2017,ddos,banking,51.41,276199.0,weak passwords,antivirus,28.0,80.35,Medium,50.7941619047619,52.0362353858145,51.34587037037037,50.6939484857062,51.08555063478004,48.46779490529065
uk,2015,phishing,it,75.49,534962.0,weak passwords,antivirus,37.0,7.76,High,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,51.08555063478004,69.99341233766233
uk,2022,phishing,telecommunications,51.41,758516.0,zero day,vpn,16.0,478.43,Medium,50.7941619047619,50.854168128888176,51.06955882352941,50.73063247408982,50.51369003690037,48.46779490529065
australia,2020,phishing,it,82.18,943662.0,weak passwords,antivirus,47.0,367.92,Critical,52.26311760612387,50.854168128888176,50.97536605796616,50.6939484857062,51.08555063478004,89.91338255033557
germany,2019,ransomware,government,51.41,502006.5,social engineering,antivirus,37.0,8.27,Medium,53.41150070126228,50.373152852977924,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
uk,2015,phishing,education,66.04,75167.0,unpatched software,vpn,13.0,89.93,High,50.7941619047619,50.854168128888176,48.46954841946814,50.39994936708861,50.51369003690037,69.99341233766233
germany,2017,sql injection,it,88.18,3200.0,weak passwords,ai based detection,43.0,22.35,Critical,53.41150070126228,50.24415149006622,50.97536605796616,50.6939484857062,50.74505869797225,89.91338255033557
japan,2018,ransomware,it,60.82,917016.0,weak passwords,vpn,37.0,67.24,High,50.60352348993288,50.373152852977924,50.97536605796616,50.6939484857062,50.51369003690037,69.99341233766233
uk,2020,sql injection,banking,51.41,502006.5,zero day,antivirus,37.0,265.06,Medium,50.7941619047619,50.24415149006622,51.34587037037037,50.73063247408982,51.08555063478004,48.46779490529065
uk,2021,sql injection,telecommunications,1.47,204624.0,zero day,antivirus,33.0,1332.96,Low,50.7941619047619,50.24415149006622,51.06955882352941,50.73063247408982,51.08555063478004,15.9447700770077
india,2020,ddos,healthcare,16.65,324899.0,zero day,firewall,57.0,168.5,Low,48.44036096256684,52.0362353858145,50.03413125590179,50.73063247408982,50.07604240282686,15.9447700770077
australia,2023,ransomware,it,96.44,472878.0,social engineering,antivirus,37.0,55.2,Critical,52.26311760612387,50.373152852977924,50.97536605796616,51.27242457487658,51.08555063478004,89.91338255033557
france,2022,malware,retail,13.77,804221.0,zero day,firewall,37.0,55.2,Low,49.647629427792914,49.52314083921895,50.93712900096993,50.73063247408982,50.07604240282686,15.9447700770077
uk,2023,ransomware,it,54.09,502006.5,zero day,firewall,37.0,71.75,Medium,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,50.07604240282686,48.46779490529065
usa,2016,phishing,education,2.17,180599.0,social engineering,antivirus,4.0,419.75,Low,51.606640173410405,50.854168128888176,48.46954841946814,51.27242457487658,51.08555063478004,15.9447700770077
china,2017,sql injection,retail,51.41,502006.5,zero day,firewall,60.0,51.06,Medium,49.59663946587538,50.24415149006622,50.93712900096993,50.73063247408982,50.07604240282686,48.46779490529065
uk,2020,ransomware,it,99.88,502006.5,zero day,vpn,23.0,14.45,Critical,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,50.51369003690037,89.91338255033557
australia,2020,phishing,healthcare,51.41,502006.5,zero day,encryption,52.0,4.81,Medium,52.26311760612387,50.854168128888176,50.03413125590179,50.73063247408982,50.98364175977653,48.46779490529065
japan,2020,man-in-the-middle,education,50.99,685261.0,unpatched software,ai based detection,36.0,117.87,Medium,50.60352348993288,51.405620172648796,48.46954841946814,50.39994936708861,50.74505869797225,48.46779490529065
uk,2020,phishing,government,34.8,48515.0,social engineering,encryption,50.0,79.12,Medium,50.7941619047619,50.854168128888176,52.12430513595166,51.27242457487658,50.98364175977653,48.46779490529065
china,2017,man-in-the-middle,government,49.37,613786.0,unpatched software,antivirus,24.0,20.72,Medium,49.59663946587538,51.405620172648796,52.12430513595166,50.39994936708861,51.08555063478004,48.46779490529065
australia,2020,ddos,education,61.23,228033.0,unpatched software,encryption,37.0,254.43,High,52.26311760612387,52.0362353858145,48.46954841946814,50.39994936708861,50.98364175977653,69.99341233766233
india,2019,sql injection,education,95.54,862718.0,weak passwords,antivirus,37.0,29.0,Critical,48.44036096256684,50.24415149006622,48.46954841946814,50.6939484857062,51.08555063478004,89.91338255033557
russia,2017,ransomware,healthcare,16.77,924837.0,zero day,firewall,62.0,44.61,Low,50.27492296918767,50.373152852977924,50.03413125590179,50.73063247408982,50.07604240282686,15.9447700770077
japan,2018,sql injection,government,20.36,876850.0,weak passwords,antivirus,8.0,53.25,Low,50.60352348993288,50.24415149006622,52.12430513595166,50.6939484857062,51.08555063478004,15.9447700770077
germany,2020,phishing,banking,10.56,556014.0,unpatched software,encryption,11.0,32.25,Low,53.41150070126228,50.854168128888176,51.34587037037037,50.39994936708861,50.98364175977653,15.9447700770077
brazil,2021,phishing,government,42.82,502006.5,unpatched software,antivirus,70.0,77.77,Medium,51.0463731245923,50.854168128888176,52.12430513595166,50.39994936708861,51.08555063478004,48.46779490529065
india,2020,man-in-the-middle,it,68.68,725608.0,zero day,ai based detection,15.0,307.13,High,48.44036096256684,51.405620172648796,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
russia,2019,man-in-the-middle,it,6.79,386691.0,weak passwords,ai based detection,37.0,9.84,Low,50.27492296918767,51.405620172648796,50.97536605796616,50.6939484857062,50.74505869797225,15.9447700770077
india,2020,phishing,government,40.98,402855.0,social engineering,ai based detection,26.0,55.2,Medium,48.44036096256684,50.854168128888176,52.12430513595166,51.27242457487658,50.74505869797225,48.46779490529065
japan,2018,phishing,healthcare,51.41,518357.0,zero day,firewall,42.0,55.2,Medium,50.60352348993288,50.854168128888176,50.03413125590179,50.73063247408982,50.07604240282686,48.46779490529065
uk,2018,phishing,banking,29.35,724633.0,weak passwords,encryption,26.0,55.2,Low,50.7941619047619,50.854168128888176,51.34587037037037,50.6939484857062,50.98364175977653,15.9447700770077
germany,2020,ransomware,it,6.74,502006.5,zero day,antivirus,37.0,201.9,Low,53.41150070126228,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
brazil,2024,phishing,it,83.09,650093.0,social engineering,antivirus,58.0,58.79,Critical,51.0463731245923,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,89.91338255033557
japan,2021,phishing,it,94.32,755165.0,social engineering,antivirus,28.0,112.21,Critical,50.60352348993288,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,89.91338255033557
uk,2021,ddos,it,51.41,581923.0,social engineering,antivirus,63.0,55.2,Medium,50.7941619047619,52.0362353858145,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
australia,2024,phishing,retail,76.83,637189.0,zero day,antivirus,56.0,55.2,High,52.26311760612387,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,69.99341233766233
usa,2017,ddos,retail,70.37,513625.0,zero day,vpn,37.0,85.52,High,51.606640173410405,52.0362353858145,50.93712900096993,50.73063247408982,50.51369003690037,69.99341233766233
germany,2024,phishing,it,22.46,499142.0,unpatched software,antivirus,70.0,37.48,Low,53.41150070126228,50.854168128888176,50.97536605796616,50.39994936708861,51.08555063478004,15.9447700770077
usa,2024,phishing,healthcare,17.64,8334.0,zero day,firewall,13.0,44.74,Low,51.606640173410405,50.854168128888176,50.03413125590179,50.73063247408982,50.07604240282686,15.9447700770077
usa,2020,phishing,government,51.41,617277.0,social engineering,antivirus,4.0,33.68,Medium,51.606640173410405,50.854168128888176,52.12430513595166,51.27242457487658,51.08555063478004,48.46779490529065
usa,2018,man-in-the-middle,education,2.17,614662.0,weak passwords,antivirus,37.0,110.68,Low,51.606640173410405,51.405620172648796,48.46954841946814,50.6939484857062,51.08555063478004,15.9447700770077
china,2024,ddos,banking,51.41,755185.0,weak passwords,encryption,37.0,61.71,Medium,49.59663946587538,52.0362353858145,51.34587037037037,50.6939484857062,50.98364175977653,48.46779490529065
russia,2018,phishing,it,37.84,839882.0,social engineering,antivirus,7.0,98.67,Medium,50.27492296918767,50.854168128888176,50.97536605796616,51.27242457487658,51.08555063478004,48.46779490529065
uk,2021,ransomware,it,86.8,852965.0,zero day,antivirus,39.0,55.2,Critical,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,89.91338255033557
brazil,2020,man-in-the-middle,banking,51.41,566386.0,unpatched software,encryption,45.0,4.92,Medium,51.0463731245923,51.405620172648796,51.34587037037037,50.39994936708861,50.98364175977653,48.46779490529065
japan,2020,phishing,it,73.85,402903.0,zero day,encryption,55.0,55.2,High,50.60352348993288,50.854168128888176,50.97536605796616,50.73063247408982,50.98364175977653,69.99341233766233
uk,2018,ddos,it,0.5,261266.0,zero day,antivirus,63.0,60.06,Low,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
france,2015,phishing,it,91.94,899215.0,zero day,antivirus,59.0,78.56,Critical,49.647629427792914,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,89.91338255033557
china,2020,man-in-the-middle,education,35.37,455900.0,zero day,antivirus,11.0,55.2,Medium,49.59663946587538,51.405620172648796,48.46954841946814,50.73063247408982,51.08555063478004,48.46779490529065
japan,2023,sql injection,government,69.61,391049.0,zero day,antivirus,35.0,9.09,High,50.60352348993288,50.24415149006622,52.12430513595166,50.73063247408982,51.08555063478004,69.99341233766233
france,2020,ransomware,government,81.53,694660.0,weak passwords,encryption,37.0,55.2,Critical,49.647629427792914,50.373152852977924,52.12430513595166,50.6939484857062,50.98364175977653,89.91338255033557
uk,2020,ddos,it,63.96,502006.5,unpatched software,antivirus,58.0,36.22,High,50.7941619047619,52.0362353858145,50.97536605796616,50.39994936708861,51.08555063478004,69.99341233766233
uk,2020,sql injection,it,51.41,247149.0,unpatched software,antivirus,47.0,70.59,Medium,50.7941619047619,50.24415149006622,50.97536605796616,50.39994936708861,51.08555063478004,48.46779490529065
japan,2019,phishing,education,15.54,645578.0,weak passwords,ai based detection,56.0,35.8,Low,50.60352348993288,50.854168128888176,48.46954841946814,50.6939484857062,50.74505869797225,15.9447700770077
uk,2019,sql injection,government,67.05,848517.0,unpatched software,antivirus,16.0,54.1,High,50.7941619047619,50.24415149006622,52.12430513595166,50.39994936708861,51.08555063478004,69.99341233766233
uk,2019,malware,healthcare,25.19,502006.5,social engineering,antivirus,61.0,27.83,Low,50.7941619047619,49.52314083921895,50.03413125590179,51.27242457487658,51.08555063478004,15.9447700770077
usa,2023,ransomware,government,93.34,999635.0,weak passwords,antivirus,24.0,55.2,Critical,51.606640173410405,50.373152852977924,52.12430513595166,50.6939484857062,51.08555063478004,89.91338255033557
brazil,2017,phishing,government,87.27,502006.5,weak passwords,encryption,9.0,111.12,Critical,51.0463731245923,50.854168128888176,52.12430513595166,50.6939484857062,50.98364175977653,89.91338255033557
uk,2019,phishing,it,33.15,629687.0,social engineering,firewall,53.0,22.09,Medium,50.7941619047619,50.854168128888176,50.97536605796616,51.27242457487658,50.07604240282686,48.46779490529065
india,2021,phishing,retail,38.5,517843.0,unpatched software,vpn,37.0,69.82,Medium,48.44036096256684,50.854168128888176,50.93712900096993,50.39994936708861,50.51369003690037,48.46779490529065
russia,2015,ddos,healthcare,20.92,807631.0,weak passwords,firewall,56.0,101.06,Low,50.27492296918767,52.0362353858145,50.03413125590179,50.6939484857062,50.07604240282686,15.9447700770077
france,2024,phishing,retail,98.95,354954.0,social engineering,ai based detection,14.0,22.64,Critical,49.647629427792914,50.854168128888176,50.93712900096993,51.27242457487658,50.74505869797225,89.91338255033557
japan,2017,sql injection,healthcare,54.26,839368.0,unpatched software,antivirus,40.0,55.2,Medium,50.60352348993288,50.24415149006622,50.03413125590179,50.39994936708861,51.08555063478004,48.46779490529065
australia,2018,ddos,healthcare,51.41,910081.0,zero day,vpn,28.0,55.2,Medium,52.26311760612387,52.0362353858145,50.03413125590179,50.73063247408982,50.51369003690037,48.46779490529065
uk,2024,phishing,it,87.42,979700.0,weak passwords,firewall,49.0,55.2,Critical,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,50.07604240282686,89.91338255033557
china,2019,man-in-the-middle,telecommunications,58.78,586131.0,zero day,antivirus,68.0,55.2,Medium,49.59663946587538,51.405620172648796,51.06955882352941,50.73063247408982,51.08555063478004,48.46779490529065
australia,2017,phishing,education,51.41,317988.0,zero day,encryption,2.0,1001.44,Medium,52.26311760612387,50.854168128888176,48.46954841946814,50.73063247408982,50.98364175977653,48.46779490529065
india,2018,ransomware,government,43.11,11241.0,weak passwords,vpn,4.0,178.55,Medium,48.44036096256684,50.373152852977924,52.12430513595166,50.6939484857062,50.51369003690037,48.46779490529065
brazil,2016,phishing,education,97.98,381599.0,weak passwords,antivirus,66.0,55.2,Critical,51.0463731245923,50.854168128888176,48.46954841946814,50.6939484857062,51.08555063478004,89.91338255033557
usa,2016,sql injection,education,16.5,502006.5,unpatched software,firewall,65.0,55.2,Low,51.606640173410405,50.24415149006622,48.46954841946814,50.39994936708861,50.07604240282686,15.9447700770077
uk,2023,ransomware,it,86.23,82321.0,zero day,firewall,47.0,55.2,Critical,50.7941619047619,50.373152852977924,50.97536605796616,50.73063247408982,50.07604240282686,89.91338255033557
uk,2023,sql injection,retail,49.76,460558.0,zero day,vpn,61.0,204.9,Medium,50.7941619047619,50.24415149006622,50.93712900096993,50.73063247408982,50.51369003690037,48.46779490529065
germany,2022,man-in-the-middle,telecommunications,62.83,828280.0,social engineering,vpn,37.0,127.66,High,53.41150070126228,51.405620172648796,51.06955882352941,51.27242457487658,50.51369003690037,69.99341233766233
india,2020,malware,education,20.14,287352.0,zero day,firewall,69.0,25.24,Low,48.44036096256684,49.52314083921895,48.46954841946814,50.73063247408982,50.07604240282686,15.9447700770077
uk,2020,ransomware,government,25.9,502006.5,zero day,vpn,67.0,55.2,Low,50.7941619047619,50.373152852977924,52.12430513595166,50.73063247408982,50.51369003690037,15.9447700770077
japan,2020,phishing,education,88.43,502006.5,unpatched software,antivirus,6.0,7.52,Critical,50.60352348993288,50.854168128888176,48.46954841946814,50.39994936708861,51.08555063478004,89.91338255033557
australia,2022,phishing,banking,32.56,979382.0,social engineering,antivirus,43.0,239.79,Medium,52.26311760612387,50.854168128888176,51.34587037037037,51.27242457487658,51.08555063478004,48.46779490529065
brazil,2017,ddos,government,58.67,12372.0,social engineering,encryption,29.0,65.4,Medium,51.0463731245923,52.0362353858145,52.12430513595166,51.27242457487658,50.98364175977653,48.46779490529065
japan,2017,phishing,it,6.49,195044.0,unpatched software,ai based detection,20.0,75.38,Low,50.60352348993288,50.854168128888176,50.97536605796616,50.39994936708861,50.74505869797225,15.9447700770077
japan,2020,phishing,it,51.41,721984.0,weak passwords,vpn,44.0,15.89,Medium,50.60352348993288,50.854168128888176,50.97536605796616,50.6939484857062,50.51369003690037,48.46779490529065
uk,2022,phishing,education,71.55,654253.0,weak passwords,vpn,37.0,6.08,High,50.7941619047619,50.854168128888176,48.46954841946814,50.6939484857062,50.51369003690037,69.99341233766233
brazil,2015,malware,healthcare,23.01,686119.0,weak passwords,vpn,25.0,231.35,Low,51.0463731245923,49.52314083921895,50.03413125590179,50.6939484857062,50.51369003690037,15.9447700770077
australia,2020,man-in-the-middle,healthcare,93.91,776634.0,zero day,encryption,37.0,58.15,Critical,52.26311760612387,51.405620172648796,50.03413125590179,50.73063247408982,50.98364175977653,89.91338255033557
india,2020,ransomware,it,51.41,698224.0,unpatched software,vpn,37.0,55.2,Medium,48.44036096256684,50.373152852977924,50.97536605796616,50.39994936708861,50.51369003690037,48.46779490529065
germany,2020,malware,government,86.77,88821.0,zero day,antivirus,39.0,30.6,Critical,53.41150070126228,49.52314083921895,52.12430513595166,50.73063247408982,51.08555063478004,89.91338255033557
uk,2022,man-in-the-middle,banking,53.95,846546.0,unpatched software,vpn,51.0,38.27,Medium,50.7941619047619,51.405620172648796,51.34587037037037,50.39994936708861,50.51369003690037,48.46779490529065
brazil,2016,man-in-the-middle,retail,14.04,502006.5,zero day,antivirus,15.0,159.17,Low,51.0463731245923,51.405620172648796,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
russia,2021,man-in-the-middle,it,70.97,465446.0,unpatched software,antivirus,37.0,55.2,High,50.27492296918767,51.405620172648796,50.97536605796616,50.39994936708861,51.08555063478004,69.99341233766233
