year,financial loss (in million $),number of affected users,incident resolution time (in hours),data breach in gb,country_australia,country_brazil,country_china,country_france,country_germany,country_india,country_japan,country_russia,country_uk,country_usa,attack type_ddos,attack type_malware,attack type_man-in-the-middle,attack type_phishing,attack type_ransomware,attack type_sql injection,target industry_banking,target industry_education,target industry_government,target industry_healthcare,target industry_it,target industry_retail,target industry_telecommunications,security vulnerability type_social engineering,security vulnerability type_unpatched software,security vulnerability type_weak passwords,security vulnerability type_zero day,defense mechanism used_ai based detection,defense mechanism used_antivirus,defense mechanism used_encryption,defense mechanism used_firewall,defense mechanism used_vpn,severity_kmeans
2021,29.37614247905908,379594.2616604304,8.027208384073495,46.54604578471782,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Low
2021,21.542672764298253,772199.7623511371,22.827637331633415,76.10289314508069,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Low
2016,16.822955407211083,29735.66755299721,61.765296485174055,28.031884544540105,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2019,31.35,312314.0,35.0,49.663013652394525,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Low
2018,18.845987824132727,233488.04183705806,42.93827137700305,88.6588601697583,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Low
2023,9.43,565002.0,72.0,56.847926409551235,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Low
2016,3.7085459589268845,520492.1620338153,46.45164298674656,53.47819361740953,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Low
2023,25.23887585007064,794253.6133041859,36.5809320532628,34.402632493191845,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Low
2019,11.74,430760.0,63.0,51.42224980461919,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Low
2019,22.62,51219.0,36.0,54.302955267614216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
2017,7.060954431049842,145198.65412691483,22.001421897937657,93.6808607151241,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Low
2015,12.152073812659362,731813.9330820396,14.116373806687106,11.79433039383499,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Low
2017,21.66,277555.0,45.0,46.2345550083424,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
2018,13.777053086554869,599566.9165766854,10.612405202580591,55.05233207597403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Low
2018,14.28,755771.0,44.0,1496.5518143532927,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
2015,15.699135986581776,502006.5,23.265257860474698,186.08856313156886,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
2020,29.58,141411.0,58.0,67.07813379633309,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Low
2021,12.369327585481495,502006.5,4.553755388611099,13.545419559080539,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Low
2019,11.91683619870117,537656.129675681,32.1416513233907,43.57209177213512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Low
2016,30.07226491950315,996605.402701676,29.065927418521625,71.5719383069832,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
2019,0.75,269314.0,37.0,67.17687135375552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Low
2022,13.06,759625.0,14.0,13.068290183945402,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2020,12.792072824093012,857671.8867679056,37.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Low
2016,13.52,535205.0,53.0,55.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Low
2015,14.891493400756378,28203.799070253513,37.0,46.873681199958455,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Low
2015,28.6,690500.0,11.0,30.003587904569557,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Low
2021,19.470034846889217,502006.5,18.579497582461343,56.68205752229866,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Low
2017,24.443793083500513,801963.0649956802,18.561521722056096,49.487077999801286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
2020,31.433565253235667,771550.6202047978,37.01550408906989,180.4383403201457,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2022,9.580379998690972,618006.3347517224,19.827911234759785,377.52711231782166,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Low
2017,3.21,342049.0,34.09105102200239,234.52738936872655,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
2018,20.21,421023.0,72.0,40.82449585583738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Low
2016,3.338797967031973,91180.28242855053,41.80645293744296,73.73005248181441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Low
2016,15.89756443931555,502006.5,45.58642365369144,28.244800445630915,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Low
2016,9.146415769770488,502006.5,31.55317180041672,286.99009062286905,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Low
2020,25.00623871737244,502006.5,33.803862595553,577.8953221691152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Low
2019,8.091551598418036,206169.77955999007,40.29381133242839,95.97328540739299,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2019,17.17856645451173,965543.6779074102,25.751382493708025,48.95493366299485,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Low
2020,22.90378030062406,393499.91410011204,39.73804582382334,119.61176822295373,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Low
2022,11.72,512291.0,51.0,123.98652740266101,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2019,21.976939904670836,19523.34765418625,35.489697490826025,37.580872570784194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Low
2021,5.854436918141165,502006.5,37.0,19.3028867091863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Low
2015,26.12,21580.0,14.0,304.47809650898887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
2017,18.48,112881.0,32.0,119.55100108825715,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Low
2016,15.063773142966193,832330.1417842163,62.90495922459014,17.117217407040464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2022,9.707732909589446,502006.5,56.53331227040081,122.77004739159817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Low
2022,20.9411361747398,502006.5,7.700592064086084,55.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2020,3.02,510974.0,16.0,19.12732958327518,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Low
2020,28.79,6691.0,37.0,76.77420804517506,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Low
2018,10.209688039734631,153308.42997040058,34.41240856717817,55.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Low
2018,30.422441460562574,502006.5,67.86925962465105,34.29971885467897,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2019,18.737136018229293,514320.5033950422,51.969894694060926,35.82740378381755,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Low
2020,7.3683090855953,502006.5,41.787851388944034,27.45393925694472,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2020,11.17222982613886,994567.3944026319,15.851622470021972,55.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Low
2018,1.89,83376.0,62.0,41.01037004194271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Low
2021,12.225514722715095,502006.5,3.76975383157213,11.848361169234389,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Low
2021,11.854549657858648,268262.24698291445,9.824744658073705,302.87258381794186,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Low
2018,19.508599417876688,826497.842190065,44.56941189973955,188.22406571191308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Low
2020,3.17,570243.0,51.0,55.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Low
2022,22.72,629571.0,41.0,40.65100351180997,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Low
2020,18.38,246900.0,34.0,6.465244126329582,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Low
2019,13.99,966010.0,20.0,9.826063043061124,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Low
2019,8.31,989421.0,46.0,121.09953894904439,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Low
2017,10.704872587122107,679880.5520348446,24.090735925140592,55.25238390080356,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2020,12.819113027259807,502006.5,12.296635019650497,55.3847704903002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Low
2020,14.83649042610039,502006.5,12.359245498307093,381.7919996196575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Low
2021,16.318418170845543,677717.8679912767,40.36160920612181,34.26752284358194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Low
2020,29.5186244989685,502006.5,49.75483148601382,16.48818112192309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Low
2021,29.990184961021452,292390.4517342216,70.0981977693618,95.43856295344708,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2020,17.24,682791.0,44.0,199.06347161797805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Low
2020,26.80344000931371,510909.32214248757,33.192848199503885,29.617286103062014,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Low
2020,22.4158940800768,502006.5,6.016097051066861,30.400900966099282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Low
2020,11.79,692784.0,2.0,45.265034720003754,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Low
2016,19.362663478612724,131972.68842185393,34.28342562301098,105.7781113755455,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Low
2017,21.716227274493825,106798.35459493217,25.821318176518524,52.541959683883285,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
2019,21.941350583909816,725751.3606406027,43.933973005004134,54.72123597445368,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Low
2019,16.76,163839.0,19.0,46.11587273903361,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2016,7.737671427250355,502006.5,41.170255097322695,11.646606267048785,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Low
2019,12.68607454515371,561729.9719205045,21.814254968467793,28.817338206451502,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2018,21.155883535878775,505756.27783603664,43.21041885137282,621.8406855381945,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
2022,7.1449661020797155,502006.5,51.71780237387852,48.552097773284316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
2018,13.06934984172927,502006.5,41.76568843320871,26.188428834363535,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Low
2020,24.00057887931327,502006.5,54.842882032618576,428.41432349816336,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2016,21.01,602692.0,29.0,102.87166252672301,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Low
2019,16.659145732706616,845227.8906233766,58.28635814185661,45.617986563123004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Low
2015,6.413818473066533,713130.5587939963,25.370615548615092,42.90449582747872,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Low
2017,16.0620566319964,435148.64222317317,49.39747664257751,435.07516044209706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Low
2017,6.853023331139327,165496.40533283184,33.30360258700702,62.225512621592976,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Low
2022,13.97,762440.0,37.0,62.24680762422931,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Low
2022,20.98637286750968,557360.8277055317,48.23577820468955,125.08597383135069,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Low
2018,11.28,504165.0,55.0,162.99159743195676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Low
2018,16.43491098126319,598880.3485899653,35.7002091111012,93.55397740803151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low
2019,20.85,511823.0,38.14194917691441,80.98115180204296,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low
2023,13.915828979957743,95292.58981462226,36.581288993707936,116.31707418096488,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2020,1.4574969750901743,502006.5,35.756952846971735,46.420604581858676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2019,13.778958980577531,969909.5177277665,44.82233436892405,379.2909662129956,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Low
2018,11.74,430760.0,37.11750724168932,121.08089887480773,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Low
2015,13.26,616547.0,22.0,34.837329176319486,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2020,25.55,883536.0,56.32648306530619,39.27380854825033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Low
2023,15.735249657377055,317670.07384708495,34.25330018806689,52.13327229909889,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low
2019,7.87,86783.0,14.219184852694212,24.761425473464225,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Low
2023,17.21,677688.0,31.0,53.241885792571864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Low
2016,28.35,604786.0,35.0951198632269,273.4410436350235,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2020,10.94,675338.0,54.0,19.037417530878738,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Low
2023,11.89,260907.0,31.0,19.9867884754828,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Low
2017,24.51,46699.0,53.0,182.53123317049824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2021,25.790041750556863,984104.4479192133,38.36050280434099,57.99899743833647,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Low
2022,19.26,377446.0,12.0,131.87767111002495,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2016,5.5302320808639385,740421.9052495839,59.008656758315865,17.8262765565971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2018,4.51,909979.0,65.0,97.42052940896706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Low
2020,28.732703987043394,937395.3144662704,66.58720023557468,56.61147928900334,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
2021,19.77014685974287,760083.2655144836,11.625567282468907,16.26083525009865,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Low
2021,24.35147819474057,171951.68357749,60.05431671365579,49.98852180525943,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Low
2019,1.6383603999066436,93419.0696502903,22.91726403228234,25.84985194614085,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Low
2017,13.780462112683836,381899.89453850535,46.4908720560677,53.868186605774206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Low
2016,28.83085376608868,502006.5,50.140184491480774,19.165515133918845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
2024,3.37,414907.0,42.0,85.87714066286028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Low
2018,1.01,66191.0,71.0,90.57183384002859,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Low
2023,26.65,220769.0,62.71567165382854,203.8595447853033,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Low
2018,9.629503897295562,611556.8957106018,40.77987003741332,72.31397663204702,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Low
2019,20.15297108294029,681405.7455668491,5.62828342248244,55.21208078876932,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Low
2018,14.146694192439263,519854.7988325236,32.31342539788872,46.53750712123891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Low
2015,4.59,720643.0,19.0,30.632825542088362,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Low
2020,4.972378245836498,635016.6109629753,32.59405857610062,50.707581575513544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Low
2020,14.755209807376891,676767.9430697506,40.0048125088248,20.15457127678639,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Low
2017,6.953773908422137,502418.536490214,37.0,21.057240792958662,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Low
2017,16.76479059587045,502006.5,13.752344226808784,267.1584767443386,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Low
2019,16.704923628495372,502006.5,52.92714643765445,365.665183707372,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Low
2019,11.583527126970672,502006.5,17.176456800685088,12.925290355615504,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Low
2019,18.72218652993504,945152.4084988993,53.223636095867754,84.20179428269853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Low
2020,14.303616118112366,612609.9798701615,62.799811954473896,63.1740529217617,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Low
2019,13.84778918372138,502006.5,44.71454284693408,35.750215991424625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Low
2016,23.99,106126.0,19.0,64.585319928762,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Low
2018,11.829758169675195,502006.5,54.653225349238284,288.61743614378724,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
2020,22.998766398688755,976843.6069667143,37.98461492216,55.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Low
2017,4.8359585660322555,165035.36195795023,54.360872112850075,43.4144110821653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Low
2020,25.9,946651.0,67.0,10.256466401643536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Low
2019,17.98,799372.0,14.0,130.38720202309622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Low
2021,5.681537760092717,52605.04782161817,57.12666333827615,48.74396964806452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Low
2016,15.92,668188.0,37.16176421135211,66.00439203294917,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Low
